Rank,Licensee Name,Total Units,Unique Addresses,Counties,Cities Served,Phone,Score,Owner Name,Owner Email,Owner LinkedIn,Website,Notes
618,VACATIA LIBERTE MANAGEMENT LLC,43,3,Pinellas,TREASURE ISLAND,,41.3,,,,,
690,STERLING REEF CO VACASA,39,12,Bay,"PANAMA CITY BEACH, PANAMA CITY BEACH ",,41.1,,,,,
810,EMERALD VIEW VACATIONS,33,8,"Bay, Walton"," PANAMA CITY BEACH, ALYS BEACH, PANAMA CITY BEACH, ROSEMARY BEACH",6783610881,41.0,,,,,
702,FRAHM LARAINE,38,21,Orange,ORLANDO,,40.5,,,,,
589,OCEAN REEF CLUB INC,45,10,Monroe,KEY LARGO,,40.2,,,,,
745,"TAHM GROUP, LLC",36,2,Dade,CORAL GABLES,3054484091,39.8,,,,,
803,"SEVEN DWARFS VACATIONS,INC",33,11,Osceola,KISSIMMEE,,39.7,,,,,
669,JOHN KEITH SLATER PA,40,20,Pinellas,"CLEARWATER BEACH, INDIAN ROCKS BEACH, MADEIRA BEACH, REDINGTON SHORES, ST PETE BEACH, TREASURE ISLAND",,39.2,,,,,
821,ILDAR VENTURES LLC,32,2,Dade,"MIAMI BEACH, SUNNY ISLES",585-613-5579,38.4,,,,,
858,DAVIDSON LILA,31,10,Escambia,"GULF BREEZE, PENSACOLA BEACH",850-426-2303,38.4,,,,,
939,DAYTONA BEACHFRONT RENTALS LLC,28,4,Volusia,"DAYTONA BEACH, DAYTONA BEACH SHORES",,38.0,,,,,
1015,"NAUTILUS VACATIONS, LLC",26,2,Manatee,HOLMES BEACH,9417737613,36.5,,,,,
840,SANDPIPER COVE REALTY LLC,32,2,Okaloosa,DESTIN,,36.4,,,,,
615,HAINES MATTHEW A,43,17,Broward,"FORT LAUDERDALE, FT LAUDERDALE",,36.3,,,,,
