Rank,Licensee Name,Total Units,Unique Addresses,Counties,Cities Served,Phone,Score,Owner Name,Owner Email,Owner LinkedIn,Website,Notes
948,STAY AT 30A VACATION RENTALS,28,28,"Okaloosa, Walton","DESTIN, INLET BEACH, MIRAMAR BEACH, SANTA ROSA BEACH, SEACREST, SEACREST BEACH, SEAGROVE, WATERCOLOR, WATERSOUND",8503295050,77.2,Annie Anson,,https://www.linkedin.com/in/annie-anson-7538719,https://www.stayat30avacationrentals.com/,Missing: Email
1004,KASTLE KEEPERS LLC,26,25,"Okaloosa, Walton","DESTIN, MIRAMAR BEACH, MIRIMAR BEACH",850.269.7793,76.9,Herbert Stephens,,,,"Missing: LinkedIn, Website, Email"
555,COCHRAN JIM,48,47,"Okaloosa, Walton","DESTIN, MIRAMAR BEACH, SANTA ROSA BEACH",850.650.4544,76.8,None,,https://www.linkedin.com/in/none-noe-2613a6218,https://realorganicproject.org/jim-cochran-growing-real-organic-strawberries-in-california/,Missing: Email
586,ARNIE BENNETT,46,46,"Volusia, Walton",NEW SMYRNA BEACH,386-689-5491,76.8,Arnold B Green,,,,"Missing: LinkedIn, Website, Email"
688,COSTAMAR VACATION HOMES LLC,39,39,Osceola,"DAVENPORT, KISSIMMEE, KISSIMMEE , KISSIMMEE F",,76.8,Marcelo Pasquarelli Costa,,https://www.linkedin.com/in/marcelo-pasquarelli-602b89263,,"Missing: Website, Email"
697,ASSOCIATED VACATION RENTALS LLC,39,39,Lee,"CAPE CORAL, CAPE CORAL , CAPECORAL",,76.8,Joel Kramer,,https://www.linkedin.com/in/joel-kramer-95a13210,"https://www.apmhelp.com/blog/property-management-licensing-requirements-florida#:~:text=Unlike%20many%20other%20states%2C%20Florida,within%20the%20state's%20legal%20framework.",Missing: Email
793,HIGHPOINT C/O VACASA LLC,34,34,Walton,"INLET BEACH, SEACREST, SEACREST  ",863-280-5942,76.8,Eric Breon,,,,"Missing: LinkedIn, Website, Email"
984,MARATHON VACATION COM INC,26,23,Monroe,"ISLAMORADA, KEY COLONY BEACH, MARATHON, TAVERNIER",305.735.4095,76.8,Dakota Green,,,,"Missing: LinkedIn, Website, Email"
750,SUNSHINE STATE VILLAS,36,36,"Lake, Osceola, Polk","CLERMONT, DAVENPORT, HAINES CITY, KISSIMMEE",4074948347,76.6,Timothy Woodward,,https://www.linkedin.com/in/timothydwoodward,https://sunshinestatevillas.com/,Missing: Email
756,88 ENTERPRISE GROUP LLC,36,36,"Lake, Orange, Osceola, Polk","CLERMONT, DAVENPORT, KISSIMMEE, ORLANDO",,76.6,Kerry King,,https://www.linkedin.com/in/kerry-king-28544714,,"Missing: Website, Email"
596,"SUNDIAL GETAWAYS, LLC",45,45,"Bay, Walton","INLET BEACH, PANAMA CITY BEACH, SANTA ROSA BEACH",,76.3,Registered Agents Inc,,,"https://www.kingfishervacations.net/florida-vacation-rental-property-statistics/#:~:text=The%20Florida%20vacation%20rental%20industry,a%207%25%20increase%20since%202019.","Missing: LinkedIn, Email"
986,BEST OF 52 LLC,26,22,"Bay, Broward, Dade, Palm Beach, Walton","BOCA RATON, FORT LAUDERDALE, INLET BEACH, MIAMI BEACH, PANAMA CITY BEACH, ROSEMARY BEACH, SANTA ROSA BEACH",303-220-0183,76.3,Co 80202 Denver,,,https://www.inspiratorealestate.com/owners,"Missing: LinkedIn, Email"
737,CAPE SAN BLAS VACATION RENTALS,37,37,Gulf,"PORT ST JOE, PORT ST. JOE",(850)229-6916,76.0,Ronald B Pickett,,,https://www.capesanblasvacationrentals.com/,"Missing: LinkedIn, Email"
607,A1A COASTAL VENTURES LLC,44,44,"Duval, St. Johns","ATLANTIC BEACH, JACKSONVILLE, JACKSONVILLE BEACH, PONTE VEDRA BEACH, ST AUGUSTINE",,75.9,Lori L Neighbors,,https://www.linkedin.com/in/lori-neighbors,https://suncastleproperties.com/terms-conditions,Missing: Email
704,BVR MANAGEMENT LLC,38,28,Osceola,"KISSIMME, KISSIMMEE, KISSIMMEE , KISSIMMMEE",321 677-0444,75.9,Gustavo Betancourt,,https://www.linkedin.com/in/gustavo-betancourt-3642a874,https://www.bellavidavacation.com/management.html,Missing: Email
831,TRINO HOLDINGS LLC,32,32,St. Johns,"ST AUGUSTINE, ST. AUGUSTINE, ST. AUGUSTNE",904-540-9660,75.9,David Manaute Coriat,,https://www.linkedin.com/in/david-manaute-49960331,,"Missing: Website, Email"
790,SEAGRAPE OF NORTHWEST FLA INC,34,33,Escambia,PENSACOLA,850-492-1102,75.6,Susan Carleton,,https://www.linkedin.com/in/susan-carleton-258a377,,"Missing: Website, Email"
620,AVEDEEN THOMASZADEH,43,43,"Osceola, Polk","DAVENPORT, KISSIMMEE",3106997039,75.5,,,,,"Missing: Owner Name, LinkedIn, Website, Email"
862,RENT WATERSCAPE LLC,31,31,Okaloosa,"FORT WALTON BEACH, FT WALTON BEACH",2066211075,75.5,,,,https://floridaparcels.com/property/56/lookup/02S/24W/13,"Missing: Owner Name, LinkedIn, Email"
874,KEYSCATIONS LLC,30,30,Monroe,"BIG PINE KEY, KEY COLONY BEACH, LONG KEY, MARATHON",7866479340,75.1,Michelle Felizola,,https://www.linkedin.com/in/karina-felizola-82062696,,"Missing: Website, Email"
892,30A VACAY LLC,30,30,Walton,"INLET BEACH, INLET BEACH , SANTA ROSA BEACH, SANTA ROSA BEACH ",8506960936,75.1,,,,https://www.30a-vacay.com/terms-conditions/,"Missing: Owner Name, LinkedIn, Email"
761,"BEACH BUMS RENTAL PROPERTIES, LLC",36,22,"Okaloosa, Walton","#21, DESTIN, MIRAMAR BEACH, MIRAMAR BEACH , SANTA ROSA BEACH",850-654-7177,75.0,Monica M Eldredge,,https://www.linkedin.com/in/monica-eldredge-71720592,,"Missing: Website, Email"
972,SKIS & SEAS VACATION RENTALS LLC,27,19,"Okaloosa, Walton","FORT WALTON BEACH, MIRAMAR BEACH",850.399.0120,75.0,Justin Phelps,,https://www.linkedin.com/in/justin-phelps-8435b4360,https://www.skisandseas.com/,Missing: Email
649,NEWMAN DAILEY RESORT PROP,41,41,"Okaloosa, Walton","DESTIN, MIRAMAR BEACH, SANTA ROSA BEACH",850-837-1071,74.7,Jeanne Dailey,,,https://www.destinvacation.com/,"Missing: LinkedIn, Email"
651,MARTIN RYAN,41,41,"Okaloosa, Walton","DESTIN, INLET BEACH, MIRAMAR BEACH, SANTA ROSA BEACH, SANTA ROSABEACH, SEACREST BEACH",850-368-3170,74.7,Ryan Martin,,,,"Missing: LinkedIn, Website, Email"
657,SANDCASTLES VACATION RENTALS LLC,41,38,Franklin,"EASTPOINT, ST. GEORGE ISLAND, ST. GEORGE ISLAND ",,74.7,Jamie L Martina,,https://www.linkedin.com/in/jamie-martina-17206311,https://www.sandcastlesvacationrentals.com/vacation-rentals/terms-conditions/,Missing: Email
899,FLOW FS LLC,29,29,Dade,MIAMI,3057892766,74.7,Corporation Service Company,,,,"Missing: LinkedIn, Website, Email"
916,ALL SEASONS COLLECTION 30A LLC,29,29,Walton,"ROSEMARY, ROSEMARY BEACH, ROSEMARY BEACH ",504.352.9267,74.7,Inc. American Safety Council,,,,"Missing: LinkedIn, Website, Email"
923,ANNA MARIA ACCOMMODATIONS LLC,29,29,Manatee,"ANNA MARIA, BRADENTON BEACH, HOLMES BEACH",9417578226,74.7,Carmine N Stella,,,,"Missing: LinkedIn, Website, Email"
927,NOMADIC VACAYS LLC,29,29,Collier,NAPLES,239-317-6096,74.7,Taylor Moore,,https://www.linkedin.com/in/taylor-moore-1146325,,"Missing: Website, Email"
869,"DILLEY, BETH",31,31,"Charlotte, Manatee, Sarasota","ENGLEWOOD, LONGBOAT KEY, SARASOTA, SARASOTA , VENICE",941-306-4242,74.5,James Dilley,,https://www.linkedin.com/in/james-dilley-89126368,,"Missing: Website, Email"
971,MR HOST PROPERTY MANAGEMENT LLC,27,22,Osceola,"34746, DAVENPORT, KISSIMMEE",3219454796,74.4,Groven Business Corp,,,,"Missing: LinkedIn, Website, Email"
665,GOLF RESORT INVERNESS LLC,40,35,Citrus,INVERNESS,352.637.1140,74.2,Chris G Matser,,https://www.linkedin.com/in/chris-matser-2657475,,"Missing: Website, Email"
672,VICENTE GROUP LLC,40,40,"Osceola, Polk","DAVENPORT, KISSIMMEE, KISSSIMMEE",,74.2,Brandon Vicente,,https://www.linkedin.com/in/brandon-vicente-6905a02a5,,"Missing: Website, Email"
854,EAST COAST LIVING LLC,31,30,Brevard,"CAPE CANAVERAL, COCOA BEACH, INDIALANTIC, INDIAN HARBOUR BEACH, INIDIALANTIC, MELBOURNE, MELBOURNE BEACH, PALM BAY",3219173985,74.2,Janice C Mccullough,,,,"Missing: LinkedIn, Website, Email"
943,"WORLD TRAVELER X, INC.",28,28,Brevard,"CAPE CANAVERAL, COCOA, COCOA BEACH, MERRITT ISLAND, SATELLITE BEACH",(321) 305-9973,74.2,Lauren Barley,,https://www.linkedin.com/in/lauren-barley-a13686125,,"Missing: Website, Email"
951,"HIDDEN TREASURE CAPITAL, INC.",28,28,Bay,PANAMA CITY BEACH,850-588-3160,74.2,Eric Morse,,https://www.linkedin.com/in/eric-morse-35023b20,,"Missing: Website, Email"
876,HELDRE LARS,30,30,"Broward, Lee, Palm Beach","BOCA RATON, CAPE CORAL, DEERFIELD BEACH, DELRAY BEACH, FT LAUDERDALE, LIGHTHOUSE POINT, POMPANO BEACH, WILTON MANORS",561.300.3001,74.1,Lars Heldre,,https://www.linkedin.com/in/lars-heldre-a640708,,"Missing: Website, Email"
1007,"VACATION AT ITS FINEST, LLC",26,18,"Okaloosa, Walton"," SANTA ROSA BEACH, DESTIN, MIRAMAR BEACH, SANTA ROSA BEACH",8503578222,74.1,Donna Daugherty,,https://www.linkedin.com/in/donna-daugherty-branch-01188027,,"Missing: Website, Email"
559,"DESTINY BEACH PROPERTIES,LLC",48,34,"Okaloosa, Walton","DESTIN, MIRAMAR BEACH",,73.9,Lori Sweeney,,https://www.linkedin.com/in/lori-sweeney-844306a6,,"Missing: Website, Email"
